location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population
Africa,13/02/2020,,0,,0,,0,,0,1373486472
Africa,14/02/2020,1,1,,0,0.001,0.001,,0,1373486472
Africa,15/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,16/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,17/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,18/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,19/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,20/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,21/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,22/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,23/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,24/02/2020,1,0,,0,0.001,0,,0,1373486472
Africa,25/02/2020,2,1,,0,0.001,0.001,,0,1373486472
Africa,26/02/2020,2,0,,0,0.001,0,,0,1373486472
Africa,27/02/2020,2,0,,0,0.001,0,,0,1373486472
Africa,28/02/2020,3,1,,0,0.002,0.001,,0,1373486472
Africa,29/02/2020,3,0,,0,0.002,0,,0,1373486472
Africa,1/03/2020,4,1,,0,0.003,0.001,,0,1373486472
Africa,2/03/2020,8,4,,0,0.006,0.003,,0,1373486472
Africa,3/03/2020,11,3,,0,0.008,0.002,,0,1373486472
Africa,4/03/2020,21,10,,0,0.015,0.007,,0,1373486472
Africa,5/03/2020,24,3,,0,0.017,0.002,,0,1373486472
Africa,6/03/2020,43,19,,0,0.031,0.014,,0,1373486472
Africa,7/03/2020,43,0,,0,0.031,0,,0,1373486472
Africa,8/03/2020,83,40,1,1,0.06,0.029,0.001,0.001,1373486472
Africa,9/03/2020,91,8,1,0,0.066,0.006,0.001,0,1373486472
Africa,10/03/2020,104,13,2,1,0.076,0.009,0.001,0.001,1373486472
Africa,11/03/2020,118,14,2,0,0.086,0.01,0.001,0,1373486472
Africa,12/03/2020,134,16,3,1,0.098,0.012,0.002,0.001,1373486472
Africa,13/03/2020,176,42,6,3,0.128,0.031,0.004,0.002,1373486472
Africa,14/03/2020,252,76,7,1,0.183,0.055,0.005,0.001,1373486472
Africa,15/03/2020,317,65,8,1,0.231,0.047,0.006,0.001,1373486472
Africa,16/03/2020,404,87,8,0,0.294,0.063,0.006,0,1373486472
Africa,17/03/2020,492,88,11,3,0.358,0.064,0.008,0.002,1373486472
Africa,18/03/2020,610,118,17,6,0.444,0.086,0.012,0.004,1373486472
Africa,19/03/2020,788,178,20,3,0.574,0.13,0.015,0.002,1373486472
Africa,20/03/2020,975,187,26,6,0.71,0.136,0.019,0.004,1373486472
Africa,21/03/2020,1172,197,36,10,0.853,0.143,0.026,0.007,1373486472
Africa,22/03/2020,1437,265,48,12,1.046,0.193,0.035,0.009,1373486472
Africa,23/03/2020,1818,381,57,9,1.324,0.277,0.042,0.007,1373486472
Africa,24/03/2020,2250,432,64,7,1.638,0.315,0.047,0.005,1373486472
Africa,25/03/2020,2773,523,73,9,2.019,0.381,0.053,0.007,1373486472
Africa,26/03/2020,3326,553,91,18,2.422,0.403,0.066,0.013,1373486472
Africa,27/03/2020,3885,559,115,24,2.829,0.407,0.084,0.017,1373486472
Africa,28/03/2020,4224,339,134,19,3.075,0.247,0.098,0.014,1373486472
Africa,29/03/2020,4785,561,152,18,3.484,0.408,0.111,0.013,1373486472
Africa,30/03/2020,5196,411,173,21,3.783,0.299,0.126,0.015,1373486472
Africa,31/03/2020,5779,583,200,27,4.208,0.424,0.146,0.02,1373486472
Africa,1/04/2020,6378,599,234,34,4.644,0.436,0.17,0.025,1373486472
Africa,2/04/2020,7031,653,287,53,5.119,0.475,0.209,0.039,1373486472
Africa,3/04/2020,7912,881,331,44,5.761,0.641,0.241,0.032,1373486472
Africa,4/04/2020,8589,677,382,51,6.253,0.493,0.278,0.037,1373486472
Africa,5/04/2020,9295,706,442,60,6.767,0.514,0.322,0.044,1373486472
Africa,6/04/2020,9997,702,487,45,7.279,0.511,0.355,0.033,1373486472
Africa,7/04/2020,10632,635,533,46,7.741,0.462,0.388,0.033,1373486472
Africa,8/04/2020,11419,787,573,40,8.314,0.573,0.417,0.029,1373486472
Africa,9/04/2020,12248,829,627,54,8.917,0.604,0.457,0.039,1373486472
Africa,10/04/2020,12905,657,692,65,9.396,0.478,0.504,0.047,1373486472
Africa,11/04/2020,13616,711,742,50,9.913,0.518,0.54,0.036,1373486472
Africa,12/04/2020,14489,873,788,46,10.549,0.636,0.574,0.033,1373486472
Africa,13/04/2020,15256,767,833,45,11.107,0.558,0.606,0.033,1373486472
Africa,14/04/2020,16227,971,873,40,11.814,0.707,0.636,0.029,1373486472
Africa,15/04/2020,17192,965,910,37,12.517,0.703,0.663,0.027,1373486472
Africa,16/04/2020,18360,1168,965,55,13.367,0.85,0.703,0.04,1373486472
Africa,17/04/2020,19763,1403,1015,50,14.389,1.021,0.739,0.036,1373486472
Africa,18/04/2020,21072,1309,1058,43,15.342,0.953,0.77,0.031,1373486472
Africa,19/04/2020,22271,1199,1120,62,16.215,0.873,0.815,0.045,1373486472
Africa,20/04/2020,23431,1160,1159,39,17.06,0.845,0.844,0.028,1373486472
Africa,21/04/2020,24507,1076,1189,30,17.843,0.783,0.866,0.022,1373486472
Africa,22/04/2020,25911,1404,1240,51,18.865,1.022,0.903,0.037,1373486472
Africa,23/04/2020,27349,1438,1297,57,19.912,1.047,0.944,0.042,1373486472
Africa,24/04/2020,29052,1703,1324,27,21.152,1.24,0.964,0.02,1373486472
Africa,25/04/2020,30296,1244,1372,48,22.058,0.906,0.999,0.035,1373486472
Africa,26/04/2020,31829,1533,1422,50,23.174,1.116,1.035,0.036,1373486472
Africa,27/04/2020,33167,1338,1462,40,24.148,0.974,1.064,0.029,1373486472
Africa,28/04/2020,34786,1619,1523,61,25.327,1.179,1.109,0.044,1373486472
Africa,29/04/2020,36807,2021,1588,65,26.798,1.471,1.156,0.047,1373486472
Africa,30/04/2020,38753,1946,1634,46,28.215,1.417,1.19,0.033,1373486472
Africa,1/05/2020,40468,1715,1690,56,29.464,1.249,1.23,0.041,1373486472
Africa,2/05/2020,42705,2237,1759,69,31.092,1.629,1.281,0.05,1373486472
Africa,3/05/2020,44297,1592,1796,37,32.252,1.159,1.308,0.027,1373486472
Africa,4/05/2020,46951,2654,1842,46,34.184,1.932,1.341,0.033,1373486472
Africa,5/05/2020,48993,2042,1906,64,35.671,1.487,1.388,0.047,1373486472
Africa,6/05/2020,51535,2542,2006,100,37.521,1.851,1.461,0.073,1373486472
Africa,7/05/2020,54022,2487,2073,67,39.332,1.811,1.509,0.049,1373486472
Africa,8/05/2020,57647,3625,2154,81,41.971,2.639,1.568,0.059,1373486472
Africa,9/05/2020,60507,2860,2221,67,44.054,2.082,1.617,0.049,1373486472
Africa,10/05/2020,63086,2579,2290,69,45.931,1.878,1.667,0.05,1373486472
Africa,11/05/2020,66145,3059,2344,54,48.158,2.227,1.707,0.039,1373486472
Africa,12/05/2020,69312,3167,2395,51,50.464,2.306,1.744,0.037,1373486472
Africa,13/05/2020,72226,2914,2493,98,52.586,2.122,1.815,0.071,1373486472
Africa,14/05/2020,75344,3118,2562,69,54.856,2.27,1.865,0.05,1373486472
Africa,15/05/2020,78270,2926,2624,62,56.986,2.13,1.91,0.045,1373486472
Africa,16/05/2020,81273,3003,2708,84,59.173,2.186,1.972,0.061,1373486472
Africa,17/05/2020,84587,3314,2758,50,61.586,2.413,2.008,0.036,1373486472
Africa,18/05/2020,88255,3668,2831,73,64.256,2.671,2.061,0.053,1373486472
Africa,19/05/2020,91266,3011,2906,75,66.448,2.192,2.116,0.055,1373486472
Africa,20/05/2020,95057,3791,2990,84,69.209,2.76,2.177,0.061,1373486472
Africa,21/05/2020,99752,4695,3095,105,72.627,3.418,2.253,0.076,1373486472
Africa,22/05/2020,103620,3868,3183,88,75.443,2.816,2.317,0.064,1373486472
Africa,23/05/2020,107485,3865,3255,72,78.257,2.814,2.37,0.052,1373486472
Africa,24/05/2020,111607,4122,3354,99,81.258,3.001,2.442,0.072,1373486472
Africa,25/05/2020,115733,4126,3479,125,84.262,3.004,2.533,0.091,1373486472
Africa,26/05/2020,119444,3711,3591,112,86.964,2.702,2.615,0.082,1373486472
Africa,27/05/2020,124524,5080,3698,107,90.663,3.699,2.692,0.078,1373486472
Africa,28/05/2020,129440,4916,3791,93,94.242,3.579,2.76,0.068,1373486472
Africa,29/05/2020,135187,5747,3922,131,98.426,4.184,2.856,0.095,1373486472
Africa,30/05/2020,141304,6117,4069,147,102.88,4.454,2.963,0.107,1373486472
Africa,31/05/2020,146551,5247,4222,153,106.7,3.82,3.074,0.111,1373486472
Africa,1/06/2020,152336,5785,4343,121,110.912,4.212,3.162,0.088,1373486472
Africa,2/06/2020,157214,4878,4493,150,114.463,3.552,3.271,0.109,1373486472
Africa,3/06/2020,162311,5097,4601,108,118.174,3.711,3.35,0.079,1373486472
Africa,4/06/2020,169417,7106,4756,155,123.348,5.174,3.463,0.113,1373486472
Africa,5/06/2020,176605,7188,4913,157,128.582,5.233,3.577,0.114,1373486472
Africa,6/06/2020,183202,6597,5055,142,133.385,4.803,3.68,0.103,1373486472
Africa,7/06/2020,189536,6334,5188,133,137.996,4.612,3.777,0.097,1373486472
Africa,8/06/2020,196187,6651,5363,175,142.839,4.842,3.905,0.127,1373486472
Africa,9/06/2020,202657,6470,5537,174,147.549,4.711,4.031,0.127,1373486472
Africa,10/06/2020,209202,6545,5688,151,152.315,4.765,4.141,0.11,1373486472
Africa,11/06/2020,216605,7403,5851,163,157.705,5.39,4.26,0.119,1373486472
Africa,12/06/2020,224684,8079,6049,198,163.587,5.882,4.404,0.144,1373486472
Africa,13/06/2020,232771,8087,6253,204,169.475,5.888,4.553,0.149,1373486472
Africa,14/06/2020,241551,8780,6459,206,175.867,6.392,4.703,0.15,1373486472
Africa,15/06/2020,251144,9593,6761,302,182.851,6.984,4.923,0.22,1373486472
Africa,16/06/2020,258786,7642,7015,254,188.415,5.564,5.107,0.185,1373486472
Africa,17/06/2020,267522,8736,7218,203,194.776,6.36,5.255,0.148,1373486472
Africa,18/06/2020,275757,8235,7419,201,200.772,5.996,5.402,0.146,1373486472
Africa,19/06/2020,285570,9813,7682,263,207.916,7.145,5.593,0.191,1373486472
Africa,20/06/2020,296919,11349,7918,236,216.179,8.263,5.765,0.172,1373486472
Africa,21/06/2020,306356,9437,8114,196,223.05,6.871,5.908,0.143,1373486472
Africa,22/06/2020,315346,8990,8338,224,229.595,6.545,6.071,0.163,1373486472
Africa,23/06/2020,324419,9073,8620,282,236.201,6.606,6.276,0.205,1373486472
Africa,24/06/2020,335769,11350,8855,235,244.465,8.264,6.447,0.171,1373486472
Africa,25/06/2020,347710,11941,9069,214,253.159,8.694,6.603,0.156,1373486472
Africa,26/06/2020,359308,11598,9282,213,261.603,8.444,6.758,0.155,1373486472
Africa,27/06/2020,371545,12237,9484,202,270.512,8.909,6.905,0.147,1373486472
Africa,28/06/2020,382153,10608,9663,179,278.236,7.723,7.035,0.13,1373486472
Africa,29/06/2020,393283,11130,9877,214,286.339,8.103,7.191,0.156,1373486472
Africa,30/06/2020,404891,11608,10146,269,294.791,8.451,7.387,0.196,1373486472
Africa,1/07/2020,418104,13213,10404,258,304.411,9.62,7.575,0.188,1373486472
Africa,2/07/2020,432306,14202,10643,239,314.751,10.34,7.749,0.174,1373486472
Africa,3/07/2020,447466,15160,10882,239,325.788,11.038,7.923,0.174,1373486472
Africa,4/07/2020,462951,15485,11083,201,337.063,11.274,8.069,0.146,1373486472
Africa,5/07/2020,476586,13635,11363,280,346.99,9.927,8.273,0.204,1373486472
Africa,6/07/2020,490327,13741,11610,247,356.994,10.004,8.453,0.18,1373486472
Africa,7/07/2020,507792,17465,11975,365,369.71,12.716,8.719,0.266,1373486472
Africa,8/07/2020,522535,14743,12232,257,380.444,10.734,8.906,0.187,1373486472
Africa,9/07/2020,541725,19190,12457,225,394.416,13.972,9.07,0.164,1373486472
Africa,10/07/2020,559430,17705,12763,306,407.307,12.891,9.292,0.223,1373486472
Africa,11/07/2020,578216,18786,12988,225,420.984,13.678,9.456,0.164,1373486472
Africa,12/07/2020,594933,16717,13241,253,433.155,12.171,9.64,0.184,1373486472
Africa,13/07/2020,611002,16069,13463,222,444.855,11.699,9.802,0.162,1373486472
Africa,14/07/2020,625451,14449,13762,299,455.375,10.52,10.02,0.218,1373486472
Africa,15/07/2020,643484,18033,13988,226,468.504,13.129,10.184,0.165,1373486472
Africa,16/07/2020,663929,20445,14356,368,483.39,14.885,10.452,0.268,1373486472
Africa,17/07/2020,683468,19539,14672,316,497.615,14.226,10.682,0.23,1373486472
Africa,18/07/2020,702480,19012,14953,281,511.458,13.842,10.887,0.205,1373486472
Africa,19/07/2020,721049,18569,15169,216,524.977,13.52,11.044,0.157,1373486472
Africa,20/07/2020,736561,15512,15423,254,536.271,11.294,11.229,0.185,1373486472
Africa,21/07/2020,750440,13879,15737,314,546.376,10.105,11.458,0.229,1373486472
Africa,22/07/2020,770049,19609,16445,708,560.653,14.277,11.973,0.515,1373486472
Africa,23/07/2020,788518,18469,16713,268,574.1,13.447,12.168,0.195,1373486472
Africa,24/07/2020,810614,22096,17104,391,590.187,16.088,12.453,0.285,1373486472
Africa,25/07/2020,828757,18143,17521,417,603.397,13.209,12.757,0.304,1373486472
Africa,26/07/2020,847065,18308,17765,244,616.726,13.33,12.934,0.178,1373486472
Africa,27/07/2020,860515,13450,18175,410,626.519,9.793,13.233,0.299,1373486472
Africa,28/07/2020,874016,13501,18497,322,636.348,9.83,13.467,0.234,1373486472
Africa,29/07/2020,891656,17640,18864,367,649.192,12.843,13.734,0.267,1373486472
Africa,30/07/2020,909073,17417,19317,453,661.873,12.681,14.064,0.33,1373486472
Africa,31/07/2020,928075,19002,19680,363,675.707,13.835,14.328,0.264,1373486472
Africa,1/08/2020,944997,16922,19974,294,688.028,12.32,14.543,0.214,1373486472
Africa,2/08/2020,957731,12734,20304,330,697.299,9.271,14.783,0.24,1373486472
Africa,3/08/2020,968595,10864,20626,322,705.209,7.91,15.017,0.234,1373486472
Africa,4/08/2020,978515,9920,21099,473,712.431,7.222,15.362,0.344,1373486472
Africa,5/08/2020,993874,15359,21638,539,723.614,11.182,15.754,0.392,1373486472
Africa,6/08/2020,1008204,14330,22069,431,734.047,10.433,16.068,0.314,1373486472
Africa,7/08/2020,1021693,13489,22508,439,743.868,9.821,16.387,0.32,1373486472
Africa,8/08/2020,1035915,14222,22920,412,754.223,10.355,16.687,0.3,1373486472
Africa,9/08/2020,1048272,12357,23279,359,763.22,8.997,16.949,0.261,1373486472
Africa,10/08/2020,1057404,9132,23598,319,769.869,6.649,17.181,0.232,1373486472
Africa,11/08/2020,1065279,7875,23865,267,775.602,5.734,17.375,0.194,1373486472
Africa,12/08/2020,1074535,9256,24274,409,782.341,6.739,17.673,0.298,1373486472
Africa,13/08/2020,1084940,10405,24682,408,789.917,7.576,17.97,0.297,1373486472
Africa,14/08/2020,1097485,12545,25098,416,799.05,9.134,18.273,0.303,1373486472
Africa,15/08/2020,1109298,11813,25338,240,807.651,8.601,18.448,0.175,1373486472
Africa,16/08/2020,1119254,9956,25633,295,814.9,7.249,18.663,0.215,1373486472
Africa,17/08/2020,1128106,8852,25897,264,821.345,6.445,18.855,0.192,1373486472
Africa,18/08/2020,1136758,8652,26312,415,827.644,6.299,19.157,0.302,1373486472
Africa,19/08/2020,1147648,10890,26640,328,835.573,7.929,19.396,0.239,1373486472
Africa,20/08/2020,1158260,10612,26977,337,843.299,7.726,19.641,0.245,1373486472
Africa,21/08/2020,1168533,10273,27329,352,850.779,7.48,19.898,0.256,1373486472
Africa,22/08/2020,1178966,10433,27603,274,858.375,7.596,20.097,0.199,1373486472
Africa,23/08/2020,1188019,9053,27785,182,864.966,6.591,20.23,0.133,1373486472
Africa,24/08/2020,1195532,7513,28005,220,870.436,5.47,20.39,0.16,1373486472
Africa,25/08/2020,1203070,7538,28288,283,875.924,5.488,20.596,0.206,1373486472
Africa,26/08/2020,1211926,8856,28607,319,882.372,6.448,20.828,0.232,1373486472
Africa,27/08/2020,1220481,8555,28860,253,888.601,6.229,21.012,0.184,1373486472
Africa,28/08/2020,1228590,8109,29091,231,894.505,5.904,21.18,0.168,1373486472
Africa,29/08/2020,1236954,8364,29422,331,900.594,6.09,21.421,0.241,1373486472
Africa,30/08/2020,1245424,8470,29586,164,906.761,6.167,21.541,0.119,1373486472
Africa,31/08/2020,1252229,6805,29812,226,911.716,4.955,21.705,0.165,1373486472
Africa,1/09/2020,1259391,7162,30054,242,916.93,5.214,21.882,0.176,1373486472
Africa,2/09/2020,1268105,8714,30319,265,923.274,6.344,22.074,0.193,1373486472
Africa,3/09/2020,1275851,7746,30616,297,928.914,5.64,22.291,0.216,1373486472
Africa,4/09/2020,1284430,8579,30854,238,935.16,6.246,22.464,0.173,1373486472
Africa,5/09/2020,1291822,7392,31079,225,940.542,5.382,22.628,0.164,1373486472
Africa,6/09/2020,1299644,7822,31303,224,946.237,5.695,22.791,0.163,1373486472
Africa,7/09/2020,1306515,6871,31521,218,951.24,5.003,22.95,0.159,1373486472
Africa,8/09/2020,1314199,7684,31747,226,956.834,5.595,23.114,0.165,1373486472
Africa,9/09/2020,1322492,8293,31939,192,962.872,6.038,23.254,0.14,1373486472
Africa,10/09/2020,1330540,8048,32124,185,968.732,5.86,23.389,0.135,1373486472
Africa,11/09/2020,1339231,8691,32355,231,975.059,6.328,23.557,0.168,1373486472
Africa,12/09/2020,1346639,7408,32501,146,980.453,5.394,23.663,0.106,1373486472
Africa,13/09/2020,1353384,6745,32622,121,985.364,4.911,23.751,0.088,1373486472
Africa,14/09/2020,1359864,6480,32793,171,990.082,4.718,23.876,0.125,1373486472
Africa,15/09/2020,1366424,6560,33070,277,994.858,4.776,24.077,0.202,1373486472
Africa,16/09/2020,1373748,7324,33249,179,1000.19,5.332,24.208,0.13,1373486472
Africa,17/09/2020,1382351,8603,33428,179,1006.454,6.264,24.338,0.13,1373486472
Africa,18/09/2020,1390518,8167,33621,193,1012.4,5.946,24.479,0.141,1373486472
Africa,19/09/2020,1399245,8727,33823,202,1018.754,6.354,24.626,0.147,1373486472
Africa,20/09/2020,1407665,8420,33956,133,1024.885,6.13,24.722,0.097,1373486472
Africa,21/09/2020,1413811,6146,34082,126,1029.359,4.475,24.814,0.092,1373486472
Africa,22/09/2020,1420650,6839,34322,240,1034.339,4.979,24.989,0.175,1373486472
Africa,23/09/2020,1429376,8726,34531,209,1040.692,6.353,25.141,0.152,1373486472
Africa,24/09/2020,1437562,8186,34706,175,1046.652,5.96,25.269,0.127,1373486472
Africa,25/09/2020,1445540,7978,34860,154,1052.46,5.809,25.381,0.112,1373486472
Africa,26/09/2020,1451952,6412,35028,168,1057.129,4.668,25.503,0.122,1373486472
Africa,27/09/2020,1460320,8368,35163,135,1063.221,6.093,25.601,0.098,1373486472
Africa,28/09/2020,1465987,5667,35457,294,1067.347,4.126,25.815,0.214,1373486472
Africa,29/09/2020,1473495,7508,35674,217,1072.814,5.466,25.973,0.158,1373486472
Africa,30/09/2020,1481928,8433,35863,189,1078.953,6.14,26.111,0.138,1373486472
Africa,1/10/2020,1489193,7265,36080,217,1084.243,5.289,26.269,0.158,1373486472
Africa,2/10/2020,1498046,8853,36229,149,1090.689,6.446,26.377,0.108,1373486472
Africa,3/10/2020,1506874,8828,36340,111,1097.116,6.427,26.458,0.081,1373486472
Africa,4/10/2020,1514963,8089,36510,170,1103.005,5.889,26.582,0.124,1373486472
Africa,5/10/2020,1519672,4709,36638,128,1106.434,3.429,26.675,0.093,1373486472
Africa,6/10/2020,1526273,6601,36826,188,1111.24,4.806,26.812,0.137,1373486472
Africa,7/10/2020,1536819,10546,37095,269,1118.918,7.678,27.008,0.196,1373486472
Africa,8/10/2020,1547723,10904,37393,298,1126.857,7.939,27.225,0.217,1373486472
Africa,9/10/2020,1556286,8563,37629,236,1133.092,6.234,27.397,0.172,1373486472
Africa,10/10/2020,1569817,13531,37900,271,1142.943,9.852,27.594,0.197,1373486472
Africa,11/10/2020,1578795,8978,38108,208,1149.48,6.537,27.745,0.151,1373486472
Africa,12/10/2020,1584681,5886,38301,193,1153.765,4.285,27.886,0.141,1373486472
Africa,13/10/2020,1592515,7834,38572,271,1159.469,5.704,28.083,0.197,1373486472
Africa,14/10/2020,1604024,11509,38835,263,1167.848,8.379,28.275,0.191,1373486472
Africa,15/10/2020,1613139,9115,39089,254,1174.485,6.636,28.46,0.185,1373486472
Africa,16/10/2020,1623821,10682,39296,207,1182.262,7.777,28.61,0.151,1373486472
Africa,17/10/2020,1638088,14267,39561,265,1192.65,10.387,28.803,0.193,1373486472
Africa,18/10/2020,1646281,8193,39746,185,1198.615,5.965,28.938,0.135,1373486472
Africa,19/10/2020,1655968,9687,39930,184,1205.667,7.053,29.072,0.134,1373486472
Africa,20/10/2020,1665742,9774,40228,298,1212.784,7.116,29.289,0.217,1373486472
Africa,21/10/2020,1676220,10478,40480,252,1220.412,7.629,29.472,0.183,1373486472
Africa,22/10/2020,1687192,10972,40696,216,1228.401,7.988,29.63,0.157,1373486472
Africa,23/10/2020,1697620,10428,40920,224,1235.993,7.592,29.793,0.163,1373486472
Africa,24/10/2020,1709367,11747,41143,223,1244.546,8.553,29.955,0.162,1373486472
Africa,25/10/2020,1718463,9096,41259,116,1251.168,6.623,30.04,0.084,1373486472
Africa,26/10/2020,1729158,10695,41607,348,1258.955,7.787,30.293,0.253,1373486472
Africa,27/10/2020,1737826,8668,41789,182,1265.266,6.311,30.425,0.133,1373486472
Africa,28/10/2020,1749729,11903,42135,346,1273.932,8.666,30.677,0.252,1373486472
Africa,29/10/2020,1760793,11064,42337,202,1281.988,8.055,30.824,0.147,1373486472
Africa,30/10/2020,1774399,13606,42629,292,1291.894,9.906,31.037,0.213,1373486472
Africa,31/10/2020,1785473,11074,42853,224,1299.957,8.063,31.2,0.163,1373486472
Africa,1/11/2020,1795771,10298,43175,322,1307.454,7.498,31.435,0.234,1373486472
Africa,2/11/2020,1803347,7576,43389,214,1312.97,5.516,31.59,0.156,1373486472
Africa,3/11/2020,1814217,10870,43705,316,1320.885,7.914,31.82,0.23,1373486472
Africa,4/11/2020,1828227,14010,43940,235,1331.085,10.2,31.992,0.171,1373486472
Africa,5/11/2020,1843618,15391,44244,304,1342.291,11.206,32.213,0.221,1373486472
Africa,6/11/2020,1855335,11717,44467,223,1350.821,8.531,32.375,0.162,1373486472
Africa,7/11/2020,1870352,15017,44845,378,1361.755,10.933,32.65,0.275,1373486472
Africa,8/11/2020,1882856,12504,45360,515,1370.859,9.104,33.025,0.375,1373486472
Africa,9/11/2020,1891741,8885,45609,249,1377.328,6.469,33.207,0.181,1373486472
Africa,10/11/2020,1904905,13164,45950,341,1386.912,9.584,33.455,0.248,1373486472
Africa,11/11/2020,1918922,14017,46282,332,1397.118,10.205,33.697,0.242,1373486472
Africa,12/11/2020,1934694,15772,46551,269,1408.601,11.483,33.893,0.196,1373486472
Africa,13/11/2020,1949356,14662,46831,280,1419.276,10.675,34.096,0.204,1373486472
Africa,14/11/2020,1963443,14087,47066,235,1429.532,10.256,34.268,0.171,1373486472
Africa,15/11/2020,1976011,12568,47362,296,1438.683,9.15,34.483,0.216,1373486472
Africa,16/11/2020,1986319,10308,47641,279,1446.188,7.505,34.686,0.203,1373486472
Africa,17/11/2020,1999192,12873,48034,393,1455.56,9.372,34.972,0.286,1373486472
Africa,18/11/2020,2014480,15288,48426,392,1466.691,11.131,35.258,0.285,1373486472
Africa,19/11/2020,2028405,13925,48702,276,1476.829,10.138,35.459,0.201,1373486472
Africa,20/11/2020,2044148,15743,49114,412,1488.291,11.462,35.759,0.3,1373486472
Africa,21/11/2020,2057504,13356,49428,314,1498.015,9.724,35.987,0.229,1373486472
Africa,22/11/2020,2070298,12794,49718,290,1507.33,9.315,36.198,0.211,1373486472
Africa,23/11/2020,2080372,10074,49987,269,1514.665,7.335,36.394,0.196,1373486472
Africa,24/11/2020,2092875,12503,50331,344,1523.768,9.103,36.645,0.25,1373486472
Africa,25/11/2020,2107521,14646,50646,315,1534.432,10.663,36.874,0.229,1373486472
Africa,26/11/2020,2121455,13934,50944,298,1544.577,10.145,37.091,0.217,1373486472
Africa,27/11/2020,2137496,16041,51264,320,1556.256,11.679,37.324,0.233,1373486472
Africa,28/11/2020,2150896,13400,51499,235,1566.012,9.756,37.495,0.171,1373486472
Africa,29/11/2020,2163972,13076,51723,224,1575.532,9.52,37.658,0.163,1373486472
Africa,30/11/2020,2174315,10343,51992,269,1583.063,7.53,37.854,0.196,1373486472
Africa,1/12/2020,2185153,10838,52250,258,1590.953,7.891,38.042,0.188,1373486472
Africa,2/12/2020,2201566,16413,52580,330,1602.903,11.95,38.282,0.24,1373486472
Africa,3/12/2020,2217208,15642,52847,267,1614.292,11.389,38.477,0.194,1373486472
Africa,4/12/2020,2235176,17968,53277,430,1627.374,13.082,38.79,0.313,1373486472
Africa,5/12/2020,2249944,14768,53564,287,1638.126,10.752,38.999,0.209,1373486472
Africa,6/12/2020,2263420,13476,53870,306,1647.938,9.812,39.221,0.223,1373486472
Africa,7/12/2020,2274048,10628,54118,248,1655.676,7.738,39.402,0.181,1373486472
Africa,8/12/2020,2287306,13258,54520,402,1665.328,9.653,39.695,0.293,1373486472
Africa,9/12/2020,2306702,19396,54870,350,1679.45,14.122,39.949,0.255,1373486472
Africa,10/12/2020,2325836,19134,55264,394,1693.381,13.931,40.236,0.287,1373486472
Africa,11/12/2020,2344914,19078,55662,398,1707.271,13.89,40.526,0.29,1373486472
Africa,12/12/2020,2363050,18136,55988,326,1720.476,13.204,40.763,0.237,1373486472
Africa,13/12/2020,2379272,16222,56334,346,1732.286,11.811,41.015,0.252,1373486472
Africa,14/12/2020,2390685,11413,56645,311,1740.596,8.31,41.242,0.226,1373486472
Africa,15/12/2020,2408672,17987,57072,427,1753.692,13.096,41.553,0.311,1373486472
Africa,16/12/2020,2429800,21128,57418,346,1769.075,15.383,41.805,0.252,1373486472
Africa,17/12/2020,2450319,20519,57814,396,1784.014,14.939,42.093,0.288,1373486472
Africa,18/12/2020,2469639,19320,58310,496,1798.08,14.066,42.454,0.361,1373486472
Africa,19/12/2020,2490907,21268,58759,449,1813.565,15.485,42.781,0.327,1373486472
Africa,20/12/2020,2509333,18426,59099,340,1826.98,13.415,43.028,0.248,1373486472
Africa,21/12/2020,2526120,16787,59528,429,1839.203,12.222,43.341,0.312,1373486472
Africa,22/12/2020,2546106,19986,60057,529,1853.754,14.551,43.726,0.385,1373486472
Africa,23/12/2020,2571854,25748,60877,820,1872.5,18.746,44.323,0.597,1373486472
Africa,24/12/2020,2598898,27044,61431,554,1892.19,19.69,44.726,0.403,1373486472
Africa,25/12/2020,2624683,25785,61955,524,1910.964,18.773,45.108,0.382,1373486472
Africa,26/12/2020,2646066,21383,62374,419,1926.532,15.568,45.413,0.305,1373486472
Africa,27/12/2020,2664741,18675,62806,432,1940.129,13.597,45.727,0.315,1373486472
Africa,28/12/2020,2679940,15199,63351,545,1951.195,11.066,46.124,0.397,1373486472
Africa,29/12/2020,2700068,20128,64068,717,1965.85,14.655,46.646,0.522,1373486472
Africa,30/12/2020,2730661,30593,64769,701,1988.124,22.274,47.157,0.51,1373486472
Africa,31/12/2020,2760450,29789,65468,699,2009.812,21.689,47.666,0.509,1373486472
Africa,1/01/2021,2788199,27749,66126,658,2030.016,20.203,48.145,0.479,1373486472
Africa,2/01/2021,2811089,22890,66641,515,2046.681,16.666,48.52,0.375,1373486472
Africa,3/01/2021,2833084,21995,67246,605,2062.695,16.014,48.96,0.44,1373486472
